references,vegetation,local,family,specie,month,nitrogen,phosphorus,potassium,calcium,magnesium,iron,manganese,zinc,copper,aluminum
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Annonaceae,Annona cacans Warm.,march,33.30,1.44,5.56,7.47,2.11,179,32,15.0,11.00,90
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Apuleia leiocarpa (Vogel) J.F.Macbr.,march,22.10,1.01,7.01,3.38,1.24,113,69,13.0,6.00,182
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Apocynaceae,Aspidosperma discolor A.DC.,march,18.30,0.83,5.45,10.68,2.69,126,42,7.0,5.00,66
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Anacardiaceae,Astronium nelson-rosae Santin,march,21.50,1.01,6.04,9.42,2.53,211,33,8.0,8.00,126
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Malpighiaceae,Byrsonima laxiflora Griseb.,march,17.20,0.91,5.46,12.91,2.29,875,34,27.0,4.00,48
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Vochysiaceae,Callisthene major Mart.,march,19.90,0.85,4.29,6.62,2.07,210,77,11.0,9.00,1200
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Lecythidaceae,Cariniana estrellensis (Raddi) Kuntze,march,21.50,1.23,10.51,4.61,2.37,131,226,15.0,7.00,53
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Salicaceae,Casearia decandra Jacq.,march,28.10,1.22,7.96,6.51,2.62,127,883,15.0,10.00,36
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Salicaceae,Casearia grandiflora Cambess.,march,28.90,0.91,8.43,4.45,2.04,171,1420,20.0,5.00,46
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Cassia ferruginea (Schrad.) DC.,march,23.10,1.19,5.57,9.55,2.65,114,199,25.0,6.00,56
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Meliaceae,Cedrela fissilis Vell.,march,22.80,1.33,5.03,12.65,2.87,141,45,20.0,8.00,87
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Moraceae,Maclura tinctoria (L.) D.Don ex Steud.,march,37.80,1.74,11.76,24.29,3.24,126,85,14.0,8.00,117
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Boraginaceae,Cordia sellowiana Cham.,march,27.60,1.01,13.51,5.74,2.46,270,299,17.0,10.00,63
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Rubiaceae,Coussarea contracta (Walp.) Benth. & Hook.f. ex Müll.Arg.,march,19.70,0.91,2.53,16.25,3.48,299,2477,17.0,7.00,4158
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Euphorbiaceae,Croton floribundus Spreng.,march,29.80,1.44,5.21,11.39,3.77,91,1349,25.0,9.00,78
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Lauraceae,Cryptocarya moschata Nees & Mart.,march,17.40,0.91,6.51,3.72,1.49,81,830,13.0,8.00,168
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Dalbergia frutescens (Vell.) Britton,march,32.80,1.61,10.35,7.43,2.03,96,101,11.0,9.00,48
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,NA,Deconhecida 1,march,16.30,0.86,5.83,5.55,2.49,114,43,13.0,3.00,116
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Araliaceae,"Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin",march,20.90,0.93,5.95,8.15,2.48,110,391,27.0,5.00,53
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Annonaceae,Duguetia lanceolata A.St.-Hil.,march,27.10,1.28,8.62,3.92,1.71,70,490,14.0,15.00,48
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Meliaceae,Guarea guidonia (L.) Sleumer,march,30.10,1.67,8.71,9.58,2.27,116,48,22.0,16.00,155
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Olacaceae,Heisteria ovata Benth.,march,28.70,0.73,4.31,8.91,2.28,128,1496,13.0,4.00,89
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Chrysobalanaceae,Hirtella racemosa Lam.,march,12.90,0.66,4.45,5.36,2.30,144,25,11.0,5.00,80
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Inga laurina (Sw.) Willd.,march,26.10,1.39,7.59,4.52,1.29,90,60,24.0,10.00,99
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Inga sp.1,march,30.30,1.15,5.23,5.43,1.68,128,132,15.0,12.00,116
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Inga sp.2,march,27.10,1.17,4.23,6.01,1.79,200,159,14.0,10.00,86
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Rubiaceae,Ixora brevifolia Benth.,march,16.30,0.71,9.61,11.39,2.23,70,34,10.0,3.00,54
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Bignoniaceae,Jacaranda sp.,march,29.10,1.51,4.81,4.36,1.76,144,79,16.0,15.00,157
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Machaerium nyctitans (Vell.) Benth.,march,26.70,1.06,3.72,9.35,2.92,133,1098,16.0,7.00,23
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Machaerium sp.,march,47.90,1.44,5.09,5.89,2.27,123,486,20.0,18.00,60
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Machaerium villosum Vogel,march,39.30,1.33,5.17,5.21,1.99,122,285,17.0,15.00,24
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Euphorbiaceae,Maprounea guianensis Aubl.,march,17.50,0.85,2.83,2.15,1.51,148,51,12.0,5.00,32
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Celastraceae,Maytenus sp.,march,22.10,1.29,19.17,7.61,3.96,89,921,32.0,4.00,38
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Melastomataceae,Miconia sellowiana Naudin,march,18.10,0.91,5.97,3.58,1.19,251,166,19.0,6.00,457
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Melastomataceae,Miconia sp.,march,22.40,0.85,5.45,26.54,1.67,121,70,24.0,6.00,2783
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Myrtaceae,Myrcia sp.,march,21.90,0.94,12.88,7.38,2.23,173,1511,19.0,5.00,65
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Lauraceae,Nectandra membranacea (Sw.) Griseb.,march,22.10,1.01,4.13,4.35,1.79,93,84,14.0,10.00,191
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Lauraceae,Ocotea spixiana (Nees) Mez,march,20.50,0.83,3.36,4.79,1.97,227,85,14.0,6.00,91
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Lauraceae,Ocotea sp. ,march,20.50,0.83,3.36,4.79,2.14,95,156,15.0,7.00,36
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Ormosia fastigiata Tul.,march,23.40,0.85,2.85,6.29,2.27,270,285,12.0,4.00,212
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Compositae,Piptocarpha macropoda (DC.) Baker,march,28.70,1.53,10.32,4.93,2.43,159,923,20.0,17.00,69
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Platycyamus regnellii Benth.,march,39.30,1.28,8.52,5.42,2.31,158,2754,13.0,5.00,55
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Myrtaceae,Psidium rufum Mart. ex DC.,march,14.80,0.61,11.32,11.56,2.72,73,351,8.0,3.00,43
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Vochysiaceae,Qualea multiflora subsp. pubescens (Mart.) Stafleu,march,19.60,0.96,4.04,7.02,2.20,184,207,10.0,6.00,1813
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Siparunaceae,Siparuna guianensis Aubl.,march,31.40,1.31,12.66,8.51,2.73,112,508,17.0,8.00,226
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Myrtaceae,Siphoneugena densiflora O.Berg,march,14.70,0.56,5.61,9.16,2.43,49,1653,10.0,4.00,45
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Elaeocarpaceae,Sloanea monosperma Vell.,march,16.70,0.83,4.67,13.54,2.09,116,790,10.0,5.00,35
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Moraceae,"Sorocea bonplandii (Baill.) W.C.Burger, Lanj. & de Boer",march,26.30,1.19,7.07,11.77,2.46,108,928,17.0,4.00,66
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Bignoniaceae,Handroanthus serratifolius (Vahl) S.O.Grose,march,29.80,1.83,9.33,10.01,2.92,150,458,22.0,8.00,82
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Anacardiaceae,Tapirira obtusa (Benth.) J.D.Mitch.,march,19.10,1.01,4.17,9.52,2.20,109,28,12.0,4.00,36
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Meliaceae,Trichilia pallida Sw.,march,29.10,1.36,11.46,14.78,2.53,111,53,28.0,9.00,32
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Lamiaceae,Vitex polygama Cham.,march,19.10,1.11,7.22,9.52,3.53,442,881,16.0,8.00,162
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Annonaceae,Xylopia sericea A.St.-Hil.,march,20.70,0.93,4.11,9.85,1.89,100,183,8.0,10.00,161
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Rutaceae,Zanthoxylum rhoifolium Lam.,march,25.30,1.19,7.58,8.46,2.28,102,238,13.0,7.00,21
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Opiliaceae,Agonandra brasiliensis Miers ex Benth.,march,36.10,2.42,36.21,10.64,3.41,117,651,32.0,41.00,173
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Rubiaceae,Cordiera sessilis (Vell.) Kuntze,march,12.40,0.71,7.09,15.56,2.43,79,23,5.0,2.00,46
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Apocynaceae,Aspidosperma cylindrocarpon Müll.Arg.,march,16.90,1.01,9.68,11.76,2.79,54,43,12.0,3.00,88
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Apocynaceae,Aspidosperma parvifolium A.DC.,march,31.20,2.22,7.43,6.77,3.20,70,49,14.0,13.00,52
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Apocynaceae,Aspidosperma subincanum Mart. ex A.DC.,march,31.10,1.41,9.67,8.93,3.09,106,178,15.0,11.00,67
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Bauhinia sp.,march,17.20,1.61,17.32,7.69,2.45,101,90,30.0,11.00,21
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Myrtaceae,Campomanesia velutina (Cambess.) O.Berg,march,24.60,1.19,10.54,7.41,3.05,168,215,15.0,8.00,147
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Annonaceae,Cardiopetalum calophyllum Schltdl.,march,25.80,1.14,5.48,8.97,2.10,129,30,11.0,7.00,36
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Salicaceae,Casearia sylvestris Sw.,march,25.80,0.95,15.72,10.81,3.45,119,925,26.0,8.00,92
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Cannabaceae,Celtis iguanaea (Jacq.) Sarg.,march,35.20,1.28,14.19,22.83,3.63,109,109,16.0,10.00,82
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Celastraceae,Cheiloclinium cognatum (Miers) A.C.Sm.,march,17.60,0.63,3.88,9.77,2.47,86,25,9.0,5.00,92
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Polygonaceae,Coccoloba mollis Casar.,march,29.20,1.56,11.45,11.09,2.57,185,181,21.0,7.00,99
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Copaifera langsdorffii Desf.,march,21.70,1.08,4.94,11.37,2.58,149,709,29.0,6.00,43
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Sapindaceae,Cupania vernalis Cambess.,march,20.70,1.28,10.12,8.65,2.72,210,1501,24.0,9.00,49
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Sweetia fruticosa Spreng.,march,28.80,1.06,5.18,7.42,2.09,88,36,13.0,7.00,107
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Malvaceae,Eriotheca candolleana (K.Schum.) A.Robyns,march,23.70,1.22,7.91,8.62,2.65,175,30,11.0,7.00,71
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Rubiaceae,Faramea occidentalis (L.) A.Rich.,march,19.80,0.77,3.43,8.67,2.21,167,175,17.0,5.00,1902
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Malvaceae,Guazuma ulmifolia Lam.,march,22.60,1.56,20.62,10.05,2.51,83,43,20.0,8.00,46
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Rubiaceae,Guettarda viburnoides Cham. & Schltdl.,march,23.20,1.17,12.81,9.23,2.34,165,63,18.0,8.00,92
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Leguminosae,Hymenaea courbaril L.,march,23.30,1.04,6.11,5.13,1.74,82,423,20.0,7.00,98
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Malvaceae,Luehea paniculata Mart.,march,17.70,1.14,12.27,9.51,2.40,153,468,12.0,9.00,167
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Phyllanthaceae,Margaritaria nobilis L.f.,march,20.60,1.14,7.01,8.51,2.04,163,158,18.0,9.00,45
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Sapindaceae,Matayba guianensis Aubl.,march,22.80,1.44,8.95,6.76,3.37,92,282,17.0,5.00,165
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Myrtaceae,Myrcia tomentosa (Aubl.) DC.,march,15.30,0.95,7.38,6.97,1.80,90,166,7.0,7.00,144
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Lauraceae,Ocotea corymbosa (Meisn.) Mez,march,21.70,0.94,2.72,5.84,2.14,140,124,9.0,5.00,88
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Ochnaceae,Ouratea castaneifolia (DC.) Engl.,march,13.70,0.81,4.72,11.12,2.77,81,1734,9.0,5.00,154
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Sapotaceae,Pouteria macrophylla (Lam.) Eyma,march,22.40,1.19,4.16,9.52,1.97,132,160,12.0,4.00,60
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Sapotaceae,Pouteria sp.,march,19.60,1.88,5.12,2.87,1.13,163,134,14.0,4.00,137
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Burseraceae,Protium heptaphyllum (Aubl.) Marchand,march,15.40,0.81,4.54,5.69,1.68,96,384,10.0,3.00,67
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Vochysiaceae,Qualea dichotoma (Mart.) Warm. ex Wille,march,15.60,0.81,4.42,5.88,1.51,163,76,9.0,3.00,757
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Primulaceae,Myrsine guianensis (Aubl.) Kuntze,march,13.10,0.81,13.16,32.71,2.54,108,93,16.0,6.00,162
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Clusiaceae,Garcinia brasiliensis Mart.,march,14.20,0.81,8.02,12.05,2.22,83,897,25.0,3.00,55
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Proteaceae,Roupala montana var. paraensis (Huber) K.S. Edwards,march,12.10,0.61,5.95,5.97,2.37,97,503,10.0,3.00,96
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Rubiaceae,Rudgea viburnoides (Cham.) Benth.,march,17.50,0.81,9.15,12.22,4.71,134,134,14.0,5.00,1243
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,NA,Sinira cf. viridifolia,march,28.10,1.06,9.91,11.59,3.05,168,218,28.0,9.00,88
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Combretaceae,Terminalia brasiliensis (Cambess. ex A. St.-Hil.) Eichler,march,26.40,1.53,10.69,16.64,2.66,180,213,22.0,11.00,101
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Myristicaceae,Virola sebifera Aubl.,march,23.30,0.85,6.31,7.17,2.14,188,1304,19.0,8.00,57
"Araujo, G.M. (1992)",Mata Mes. Semidec., Glória,Vochysiaceae,Vochysia tucanorum Mart.,march,22.30,0.91,9.55,7.35,0.93,230,33,14.0,5.00,3138
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Leguminosae,Acosmium subelegans (Mohlenbr.) Yakovlev,april,23.00,0.80,5.80,3.90,1.70,NA,NA,NA,NA,1337
"Moreno, M.I.C. (2005)",campo sujo,Panga,Leguminosae,Acosmium subelegans (Mohlenbr.) Yakovlev,april,21.70,0.90,6.20,3.90,1.60,NA,NA,NA,NA,367
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Rubiaceae,Alibertia sessilis (Vell.) Kuntze,april,15.00,0.60,9.70,11.20,2.70,NA,NA,NA,NA,200
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Rubiaceae,Alibertia sessilis (Vell.) Kuntze,april,11.90,0.80,8.60,11.00,3.10,NA,NA,NA,NA,202
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Leguminosae,Anadenanthera colubrina (Vell.) Brenan,april,33.00,1.40,9.30,8.80,2.50,NA,NA,NA,NA,191
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Apocynaceae,Aspidosperma subincanum Mart. ex A.DC.,april,20.10,1.40,5.60,3.10,3.80,NA,NA,NA,NA,185
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Malpighiaceae,Byrsonima coccolobifolia Kunth,april,12.40,0.70,5.40,6.20,2.50,NA,NA,NA,NA,349
"Moreno, M.I.C. (2005)",campo sujo,Panga,Malpighiaceae,Byrsonima verbascifolia (L.) DC.,april,11.30,0.70,6.30,7.60,2.40,NA,NA,NA,NA,1483
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Annonaceae,Cardiopetalum calophyllum Schltdl.,april,12.20,0.70,3.10,4.20,1.90,NA,NA,NA,NA,556
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Caryocaraceae,Caryocar brasiliense A.St.-Hil.,april,11.80,0.70,3.10,6.90,2.10,NA,NA,NA,NA,664
"Moreno, M.I.C. (2005)",campo sujo,Panga,Caryocaraceae,Caryocar brasiliense A.St.-Hil.,april,12.70,0.70,3.30,5.60,2.30,NA,NA,NA,NA,195
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Caryocaraceae,Caryocar brasiliense A.St.-Hil.,april,20.50,1.10,7.50,4.70,2.30,NA,NA,NA,NA,239
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Salicaceae,Casearia sylvestris Sw.,april,25.40,1.10,5.20,2.90,3.10,NA,NA,NA,NA,263
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,april,17.10,0.90,6.00,11.30,5.20,NA,NA,NA,NA,653
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Leguminosae,Copaifera langsdorffii Desf.,april,20.10,1.30,6.90,3.40,2.10,NA,NA,NA,NA,233
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Rubiaceae,Coussarea hydrangeaefolia (Benth.) Benth. & Hook.f. ex Müll.Arg.,april,23.00,1.20,2.30,6.70,3.60,NA,NA,NA,NA,16921
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Rubiaceae,Coussarea hydrangeaefolia (Benth.) Benth. & Hook.f. ex Müll.Arg.,april,26.70,1.10,6.60,3.50,2.00,NA,NA,NA,NA,9662
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Sapindaceae,Cupania vernalis Cambess.,april,18.80,1.40,3.70,7.40,3.30,NA,NA,NA,NA,325
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Dilleniaceae,Davilla elliptica A.St.-Hil.,april,10.90,0.60,5.10,4.60,2.00,NA,NA,NA,NA,482
"Moreno, M.I.C. (2005)",campo sujo,Panga,Dilleniaceae,Davilla elliptica A.St.-Hil.,april,10.30,0.60,4.40,5.30,2.10,NA,NA,NA,NA,371
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Ebenaceae,Diospyros hispida A.DC.,april,13.60,0.80,5.20,2.50,2.50,NA,NA,NA,NA,128
"Moreno, M.I.C. (2005)",campo sujo,Panga,Erythroxylaceae,Erythroxylum suberosum A.St.-Hil.,april,13.90,0.80,4.00,3.90,2.10,NA,NA,NA,NA,354
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Leguminosae,Hymenaea courbaril L.,april,15.50,1.10,6.90,6.10,2.00,NA,NA,NA,NA,196
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Calophyllaceae,Kielmeyera coryacea Mart.,april,11.20,1.00,5.40,3.30,1.40,NA,NA,NA,NA,15
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Calophyllaceae,Kielmeyera coryacea Mart.,april,9.80,0.70,5.30,3.50,1.70,NA,NA,NA,NA,129
"Moreno, M.I.C. (2005)",campo sujo,Panga,Calophyllaceae,Kielmeyera coryacea Mart.,april,9.40,0.70,5.60,4.20,1.40,NA,NA,NA,NA,64
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Malvaceae,Luehea grandiflora Mart.,april,17.90,1.40,8.60,4.50,3.70,NA,NA,NA,NA,684
"Moreno, M.I.C. (2005)",campo sujo,Panga,Leguminosae,Machaerium opacum Vogel,april,20.20,0.80,3.50,3.30,1.90,NA,NA,NA,NA,173
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Sapindaceae,Magonia pubescens A. St.-Hil.,april,13.60,1.60,10.30,6.20,2.30,NA,NA,NA,NA,198
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Sapindaceae,Matayba guianensis Aubl.,april,20.00,1.50,13.60,6.10,4.00,NA,NA,NA,NA,485
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Sapindaceae,Matayba guianensis Aubl.,april,20.20,1.60,11.30,7.30,4.50,NA,NA,NA,NA,339
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Sapindaceae,Matayba guianensis Aubl.,april,25.90,1.50,10.20,2.30,2.50,NA,NA,NA,NA,284
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Sapindaceae,Matayba guianensis Aubl.,april,19.50,1.60,7.20,5.20,4.20,NA,NA,NA,NA,172
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Sapindaceae,Matayba guianensis Aubl.,april,19.80,1.50,5.30,5.50,3.70,NA,NA,NA,NA,234
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Melastomataceae,Miconia albicans (Sw.) Steud.,april,18.10,1.00,4.20,2.10,0.80,NA,NA,NA,NA,3697
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Melastomataceae,Miconia albicans (Sw.) Steud.,april,16.00,0.60,4.60,3.70,1.10,NA,NA,NA,NA,5059
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Melastomataceae,Miconia albicans (Sw.) Steud.,april,15.50,0.50,4.50,3.90,0.90,NA,NA,NA,NA,8822
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Melastomataceae,Miconia albicans (Sw.) Steud.,april,18.30,0.60,4.80,3.50,0.80,NA,NA,NA,NA,6926
"Moreno, M.I.C. (2005)",campo sujo,Panga,Melastomataceae,Miconia albicans (Sw.) Steud.,april,10.80,0.70,5.00,2.30,0.80,NA,NA,NA,NA,8396
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Anacardiaceae,Myracrodruon urundeuva Allemão,april,13.80,0.90,3.80,2.00,2.10,NA,NA,NA,NA,223
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Myrtaceae,Myrcia rostrata (Sw.) DC.,april,12.60,0.60,5.00,3.30,2.20,NA,NA,NA,NA,112
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Myrtaceae,Myrcia rostrata (Sw.) DC.,april,15.70,1.50,8.10,3.40,2.90,NA,NA,NA,NA,411
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Lauraceae,Nectandra cissiflora Nees,april,21.20,1.30,7.30,5.10,2.40,NA,NA,NA,NA,351
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Lauraceae,Ocotea corymbosa (Meisn.) Mez,april,17.00,0.80,6.50,1.10,1.10,NA,NA,NA,NA,355
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Lauraceae,Ocotea pulchella (Nees & Mart.) Mez,april,17.90,1.00,7.60,0.90,1.10,NA,NA,NA,NA,263
"Moreno, M.I.C. (2005)",campo sujo,Panga,Compositae,Piptocarpha rotundifolia (Less.) Baker,april,14.70,0.80,5.70,4.50,2.30,NA,NA,NA,NA,369
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Vochysiaceae,Qualea grandiflora Mart.,april,13.10,0.70,3.30,1.40,0.70,NA,NA,NA,NA,6596
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Vochysiaceae,Qualea grandiflora Mart.,april,13.10,0.70,3.90,3.00,1.20,NA,NA,NA,NA,5898
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Vochysiaceae,Qualea grandiflora Mart.,april,12.30,0.60,3.30,2.20,0.90,NA,NA,NA,NA,4418
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Vochysiaceae,Qualea grandiflora Mart.,april,13.30,0.70,2.70,1.10,1.10,NA,NA,NA,NA,2393
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Vochysiaceae,Qualea parviflora Mart.,april,12.80,0.70,4.00,3.90,1.60,NA,NA,NA,NA,15802
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Vochysiaceae,Qualea parviflora Mart.,april,12.90,0.70,3.60,5.40,2.10,NA,NA,NA,NA,15000
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Vochysiaceae,Qualea parviflora Mart.,april,12.60,0.70,3.60,4.70,1.20,NA,NA,NA,NA,10688
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Rhamnaceae,Rhamnidium elaeocarpum Reissek,april,16.20,1.20,9.70,4.10,4.00,NA,NA,NA,NA,377
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Proteaceae,Roupala montana Aubl.,april,8.70,0.50,4.20,1.90,1.30,NA,NA,NA,NA,492
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Rubiaceae,Rudgea viburnoides (Cham.) Benth.,april,22.10,0.90,5.90,2.40,2.40,NA,NA,NA,NA,5758
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Rubiaceae,Rudgea viburnoides (Cham.) Benth.,april,16.40,0.80,7.30,5.00,4.30,NA,NA,NA,NA,4950
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Leguminosae,Stryphnodendron polyphyllum Mart.,april,14.70,0.80,4.70,1.30,1.20,NA,NA,NA,NA,205
